id,name,name_en,img_src,evaluation,looks,smell,taste,throat,total,style,ABV,IBU,brewery,description,brewery_id,style_id
320,コナ キャスタウェイ IPA,KONA CASTAWAY IPA,http://www.beer365.net/cache/8b12b36884410ce44d403f06a04560f4.jpg,1.98,3,2.5,2.5,3.2,2.5,IPA・インディアペール(エール),6%,,KONA BREWING COMPANY,柑橘のような爽やかな香りのホップスにマンゴとパッションフルーツを少々加えることで、ハワイならではのトロピカルなIPAが誕生。,131,18
321,いわて蔵 インデアンペールエール,IWATE KURA IPA,http://www.beer365.net/cache/fb8058d124c5beed0a141002443bc2d1.jpg,1.97,3.8,2.5,2.5,2.8,2.5,IPA・インディアペール(エール),6%,,世嬉の一酒造株式会社(岩手県),"インディアペールエールとは、その昔、インドからイギリスに輸出していたビールです。
冷蔵庫のない時代、長い航海に耐えうるビールにするため、
通常の4倍のホップを使用し、麦芽を1.5倍使用したリッチなビールとなっております。
2006年　ジャパン・ビアカップ　銅賞
2008年　インターナショナル・ビア・コンペティション　銀賞",309,18
322,ベアード わびさび ジャパン ペールエール,BAIRD WABI SABI JAPAN PALE ALE,http://www.beer365.net/cache/9d19a36f9b67e3b017babfb745f59835.png,1.96,4,3,2,3.5,3.5,ペール・ビター(エール),6%,45,BAIRD BREWING(静岡県),"わびさびは、クラフトビール界の最も人気のある2種類のスタイル：ペールエールとIPA、そして日本を組み合わせたユニークなビール。
地元産のわさびと緑茶と、数種類のハーブ系の個性を持つホップを組み合わせた。フレーバーは大胆だが、わびさびの理念のごとく、簡素で清澄、閑寂で洗練された趣が芯を貫いている。
(オフィシャルサイトより)",222,41
323,ハーヴェスト ムーン グレープフルーツエール,HARVEST MOON GRAPEFRUIT ALE,http://www.beer365.net/cache/6ac2d3eca3cc07bc6959181b44bc2bf0.jpg,1.96,3.5,3,2.5,3,3,フルーツ・ベジタブル(ハイブリッド),,,ハーヴェスト ムーン(千葉県),"よく冷やして、大きめのグラスに注ぎ、グレープフルーツの酸味と爽快感を味わってください！
最初の1杯！や食前酒として、またサラダや、レモンをかけてさっぱりといただく鶏のグリルなどと一緒にお楽しみください♪
(オフィシャル楽天ページより)",277,48
324,京都町家 かるおす,KYOTO MACHIYA KARUOSU,http://www.beer365.net/cache/487cdc7a7d80eb92489a6768fe37fdbd.jpg,1.96,3,2.5,3,3,2.5,ケルシュ(エール),5%,,キンシ正宗株式会社(京都府),京町屋で造られたケルシュタイプ。非加熱処理の生ビールならではの爽やかな香りとスッキリとした酸味のバランスが良い味わいです。要冷蔵となります。,193,22
325,やくらい ヴァイツェン,YAKURAI WEIZEN,http://www.beer365.net/cache/8bb68935db27750d543fb6a86b8b7ff3.jpg,1.96,2.5,2.5,2.5,3.5,3.5,ヴァイツェン・ヴァイス(エール),,,やくらいブルワリー(宮城県),ビールは通常、大麦麦芽が原料ですが「ヴァイツェン」はこれに小麦麦芽を加えるため小麦ビールといわれています。小麦ビールのタンパク質が残るため白濁するので白ビールとも呼ばれ、果実を思わせるフルーティーな味わいは飲みやすい仕上がりです,301,45
326,軽井沢高原 ワイルドフォーレスト,KARUIZAWA KOGEN WILD FOREST,http://www.beer365.net/cache/c06b4baa38dd55b47d89393318fb916a.png,1.96,3.5,3,2.5,3,3,,5%,24,ヤッホーブルーイング(長野県),「ワイルドフォレスト」は高原の爽やかな気候に合わせ、しっかりとした風味と香りを持たせた軽井沢で最も飲まれているローカルビールです。収益の一部を自然保護団体軽井沢ワイルドフォレストに寄付し、軽井沢原生の豊かな自然を保護し再生する活動に協力しています。,280,
327,ズモナ ペールエール,ZUMONA PALE ALE,http://www.beer365.net/cache/bdb98cb454d05561194f618f74b48755.jpg,1.96,3,3,3,2,2.5,ペール・ビター(エール),,,遠野麦酒(岩手県),"発酵期間も短く上面発酵で作られたビール。
複雑な香りと深いコク、それでいてフルーティーな味わいのビールです。

遠野産ホップも混ぜた国産色の残るペールエールに仕上がってます。",310,41
328,金しゃち IPA,KINSHACHI IPA,http://www.beer365.net/cache/cbb1172d5ff9e0d8a8a57e36717f806a.png,1.96,3.5,3,2.5,3,3,IPA・インディアペール(エール),7%,,盛田金しゃちビール(愛知県),"大航海時代に英国からインドへ向かう長い航海に耐えられる品質のビールとして誕生したインディアペールエール。高アルコールと鮮烈なホップの香りと苦味が特徴。
インターナショナル・ビア・コンペティション 銀、銅賞",231,18
329,サンクトガーレン YOKOHAMA XPA,SANKTGALLEN YOKOHAMA XPA,http://www.beer365.net/cache/8c491669b5994fbfe3bc32da14dce8ec.jpg,1.96,3.5,3,2.5,3,3,スペシャルティー・その他,5.70%,48,サンクトガーレン有限会社(神奈川県),"航海時代。港町として栄えた横浜に、世界中の船乗りが「赤道を越えても腐らないゴールデンウォーター」と絶賛した水がありました。
その水は今なお、濁度0.0000という驚異の透明度を誇り横浜市民の生活を支えています。そんな横浜市のオフィシャル水「はまっ子どうし」を源泉から汲み上げ、仕込水として使用。仕込んだのは、ペリーが赤道を越えて日本に持込み幕府にも献上したとされるビールの復刻版。
冷蔵庫のない船での長期間の輸送や、赤道越えの暑さに耐えられるよう防腐効果のあるホップを大量に使用しているのが特徴です。 ハーブの一種であるホップは防腐効果の他、華やかな香りと爽やかな苦味をビールに与えます。使用したホップは通常の約4倍。柑橘を思わせる香りと、余韻にまで残る鮮烈なビター感がクセになる旨さです。
インターナショナル・ビア・コンペティション　金、銅賞
2013年　ワールド・ビア・アワード　World's Best IPA
2009年　ジャパン・アジア・ビアカップ　銀賞
2009年　モンドセレクション　銀賞",257,50
330,ストレンジ ブルーイング ゴールデンスランバー ペールエール,STRANGE BREWING GOLDEN SLUMBER PALE ALE,http://www.beer365.net/cache/e729b99d6a92af0fd84ed65da13d319c.jpg,1.95,3,3,2.5,3,3,ペール・ビター(エール),5%,20,,"麦酒倶楽部ポパイでしか飲めないビール。
一回ごとに酵母を変えるため、味の変化も楽しめるビール。",,41
331,ロスムエルトス デイ オブ ザ デッド IPA,LOS MUERTOS DAY OF THE DEAD IPA,http://www.beer365.net/cache/8191eda947d2ad0edbc7b21d8dd2c88d.jpg,1.94,3,2.8,2.5,2.8,2.2,IPA・インディアペール(エール),6.80%,83,カンピオンエール(東京都),"フローラルな香りとは対照的な、インパクトのある強い苦味が特徴のインディアペールエールです。
(輸入元: リードオフジャパン株式会社より)",108,18
332,サンクトガーレン ゴールデンエール,SANKTGALLEN GOLDEN ALE,http://www.beer365.net/cache/1d8baecf603e673885fcc4dec449c204.png,1.93,3,2.5,3,2.5,2.5,ブロンド・ゴールデン(エール),4.80%,21,サンクトガーレン有限会社(神奈川県),"真白い泡に、透きとおるほど淡いゴールド色。その淡い色を裏切らない繊細な味わい。
見た目は普通のビールと同じですが、香り・コクの【濃さ】が違います！
シンプルな味わいの中にホップの魅力が凝縮。グラスから立ち上るオレンジやマスカットを思わせる香り、穏やかで軽快な苦みは“きれいな味”という表現がぴったり。
インターナショナル・ビア・コンペティション　金、銀賞
2006、2009年　ジャパン・アジア・ビアカップ　銅賞",257,39
333,やくらい ペールエール,YAKURAI PALE ALE,http://www.beer365.net/cache/8755a0f3aa1f17099b050883e5cec0ad.jpg,1.93,3.5,3.5,2.5,2.5,2.5,ペール・ビター(エール),5%,,やくらいブルワリー(宮城県),"柑橘系を感じさせる香りが特徴
苦味を効かせたスッキリ感漂う味わい",301,41
334,独歩 ピルスナー,DOPPO PILSNER,http://www.beer365.net/cache/d96ac2a5f37135acd0c88e044da85ca5.jpg,1.93,3,2.5,3,2.5,2.5,ピルスナー(ラガー),5%,,宮下酒造株式会社(岡山県),"生きた酵母の入っているホップ香と苦味の効いた淡色ビールです。
2014年 春季全国酒類コンクール 地ビール部門 第2位受賞
2013年 秋季全国酒類コンクール 地ビール部門 第2位受賞
2013年 春季全国酒類コンクール 地ビール部門 第3位受賞
2009年 春季全国酒類コンクール 地ビール部門 第1位受賞
2000年 地ビール醸造者協議会主催 Japan Beer Grand Prix 銀賞受賞",187,11
335,ティー ワイ ハーバー インディアペールエール,T.Y. HARBOR IPA,http://www.beer365.net/cache/18cd4d3ec842c63483b640e15f586133.jpg,1.93,3.5,3.5,2.5,3.5,2,IPA・インディアペール(エール),6%,35,T.Y. HARBOR BREWERY(東京都),通常のペールエールの3倍のホップを使用することで通常のビールよりしっかりした苦味とキレのあるコクをお楽しみください。2010年インターナショナルビアコンペティションにてインディアペールエール部門金賞受賞！,262,18
336,反射炉 早雲,HANSYARO SOUN,http://www.beer365.net/cache/b971e8d936f13fa87eb16bf9d4da03c9.jpg,1.93,2.5,3,2.5,3,3,ペール・ビター(エール),5%,32,反射炉ビヤ(静岡県),"米国クラフトビールのフラグシップともいえるアメリカンペールエールで造りあげた2015年よりレギュラー入りした反射炉ビヤ 新定番ビールです。

白ワインやシトラスといった爽やかなホップの香りとクリーンな苦味の爽快系な反射炉ビヤ的風雲児ビール。

煮沸時にはクリーンな苦味の質と華やかな香りを持つ数種のホップを使用し、ドライホッピングには白ワインやレモングラスなどのハーブを思わせる香りが特徴のドイツ産フレイバーホップ ハラタウブラン(Hallertau Blanc)のみを使用することで、とてもさわやかな仕上がりのビールとなっています。
(オフィシャルサイトより)",221,41
337,アウトサイダー イン キーパー ビター ラガー,OUTSIDER INN KEEPER BITTER LAGER,http://www.beer365.net/cache/eecbe784f6acd9e71f08f5c3a3822773.jpg,1.91,3.5,3,3,2,2,,6%,32,OUTSIDER BREWING(山梨県),しっかりとしたコク、口中に広がるホップの苦みそして麦芽の味わいが特徴です。今までには体験したことのない本当のラガーの味わいをお楽しみ下さい。,236,
338,スワンレイク ホワイトスワンヴァイツエン,SWAN LAKE WHITE SWAN WEIZEN,http://www.beer365.net/cache/1272baf7eb6525964d00c7323c53dad1.jpg,1.91,3,2.5,2.5,3.5,3,ヴァイツェン・ヴァイス(エール),5%,8,瓢湖屋敷の杜ブルワリー(新潟県),ヴァイツエン酵母を使用して作っておりフルーティな味と香りが特徴です。,290,45
339,あきしま くじら ペールエール,AKISHIMA KUJIRA PALE ALE,http://www.beer365.net/cache/46974ab4a76df24dbace4f64a8e03558.jpg,1.89,3.5,2.5,2.5,3,3,ペール・ビター(エール),5.50%,,石川酒造株式会社(東京都),"濃い琥珀色のビールです。
イギリスの醸造の都、バートンオントレントで作られ始めた代表的エールビールです。
特徴は極めて高い硬水を醸造用用水として使っていますが、石川酒造は、天然の地下水をそのまま使用し、新しいスタイルとして誕生させました。

また、このビールは明治時代、日本各地のビール会社で醸造が試みられたビールでもあります。
(オフィシャルサイトより)",264,41
340,IPA,,http://www.beer365.net/cache/74e2e252cff2f91e555a48c0afcf4ea4.jpg,1.89,3.5,3,2.5,3,2.5,IPA・インディアペール(エール),6%,,,"麦芽は通常の1.5倍、ホップは通常のエール系ビールの4倍使われています。
口中に広がる豊かな味わい。圧倒的な香りと爽快な苦味が絶妙のハーモニーを奏でます。",,18
341,ギネス エキストラ スタウト,GUINESS EXTRA STOUT,http://www.beer365.net/cache/a015605b0fc02eeac02ea22d76dd9683.jpg,1.89,2.5,2.5,2.5,3,3,スタウト(エール),5%,47,GUINESS & CO.,"ギネスRのすべてがここに凝縮されている。200年以上積み上げた完成された技術。鋭い音を上げ開ける。最初の一口は常に新鮮な味。深くて黒い色。ローストされた大麦の気配。新鮮なホップの風味。爽快な一口。甘苦いご褒美。
1821年から「エクストラ・スーペリアー・ポーター」として売られていた初期の頃のギネスRを彷彿させる味、ギネスRエクストラスタウト。
(オフィシャルページより)",129,26
342,伊豆高原 天城,IZU KOGEN AMAGI,http://www.beer365.net/cache/f38557a74effb6749df2b4d50175526a.gif,1.89,3,2.5,2.5,3,3,アルト(エール),,,伊豆高原ビール株式会社(静岡県),ビールのブラウン色は大量に使用するローストしたキャラメル麦芽によるものです。グラスをゆっくり回すとモルトの香りが立ち上がります。,224,19
343,ベアード 沼津 ラガー,BAIRD NUMAZU LAGER,http://www.beer365.net/cache/fd3c5417817470845896966611ce6b11.png,1.89,2.5,3,2.5,2,3,,5.50%,30,BAIRD BREWING(静岡県),"クリーンでソフトな沼津の水とフロアモルテッド（地面に敷きつめられ発芽させた）の大麦麦芽、そして世界のホップを組合わせて誕生したラガー。
エールのようにリッチでフルボディ。まろやかで凛として、ゴクゴク飲めるラガー。無ろ過で自然発泡、まるで昔に戻ったようなラガーだ。
(オフィシャルサイトより)",222,
344,常陸野 ネスト ファルコナーズ フライト IPA,HITACHINO NEST FALCONERS FLIGHT IPA,http://www.beer365.net/cache/78d3e86493d45e98c935f5e444b6dd3b.jpg,1.89,2.5,3.5,2.5,2.5,2.5,IPA・インディアペール(エール),,,木内酒造(茨城県),"情報がありません。
情報提供のご協力をお願い致します。",269,18
345,湘南 シュバルツ,SHONAN SCHAWRZ,http://www.beer365.net/cache/19242d08a0987c9bb36ecf8cfc584d41.jpg,1.88,3,3,2.5,3,2.5,シュヴァルツ・ダーク(ラガー),,,熊澤酒造株式会社(神奈川県),"ローストモルトの香ばしいほろ苦さとモルト本来のほんのり甘さのハーモニーをお楽しみください。
2008年　ワールド・ビア・カップ　金賞",255,5
346,ハーヴェスト ムーン ペールエール,HARVEST MOON PALE ALE,http://www.beer365.net/cache/7cd43c0d38553e35c088c6504a500829.jpg,1.88,3,2.5,2.5,3,3,ペール・ビター(エール),5%,,ハーヴェスト ムーン(千葉県),"イギリス産エール麦芽とアロマホップを使用しました。ハーブを思わせる穏やかなホップの香りと味わい豊かなエール麦芽のフレーバー、酵母由来のフルーティーなアロマが特徴です。
インターナショナル・ビア・コンペティション　イングリッシュマイルドペールエール部門　銀賞
インターナショナル・ビア・コンペティション　クラシック・イングリッシュ・ペールエール部門　銅賞",277,41
347,海軍さんの麦酒 ヴァイツェン,KAIGUNSAN NO BAKSYU WEIZEN,http://www.beer365.net/cache/2f2e6805db1ebe3d4b9d0e7785b1f93e.jpg,1.88,3,2.5,2.5,3,3,ヴァイツェン・ヴァイス(エール),,,呉ビール株式会社(広島県),"小麦を原料とした日本のビールでは味わえない、フルーティーな香りが特徴のビールです。
2013年　アジア・ビアカップ 銀賞
2011年　インターナショナル・ビアカップ 金賞
2009年　ジャパン・アジア・ビアカップ 銅賞",190,45
348,ズモナ メルツェン,ZUMONA MARZEN,http://www.beer365.net/cache/b47d1fcd21fbfdb04d9e244e26e2552d.jpg,1.88,3,2.5,2.5,3,3,メルツェン・オクトーバーフェスト(ラガー),,,遠野麦酒(岩手県),"数種類ブレンドされた麦芽の風味と遠野産ホップの苦味のハーモニー。
長時間熟成による奥深い味わいをお楽しみください。",310,17
349,ティー ワイ ハーバー ウィートエール,T.Y. HARBOR WHEAT ALE,http://www.beer365.net/cache/6b1e6dd5859f47c45ca2dfa4e772f76b.jpg,1.88,3,2.5,2.5,3,3,ベルジャンホワイト・ウィート・ヴィット(エール),4.50%,15,T.Y. HARBOR BREWERY(東京都),大麦だけでなく、小麦(ウィート)を混ぜて作られた典型的なベルギースタイル・ビールです。独特の軽やさとドライさは夏のテラスや屋外にぴったりです。,262,40
350,スプリング バレー 496,SPRING VALLEY 496,http://www.beer365.net/cache/f070221663163a262200d8ab89280427.png,1.88,3,2.5,2.5,3,3,スペシャルティー・その他,6.50%,45,スプリングバレーブルワリー(東京都),"エールのような豊潤さと低温熟成ビールのようなキレ、IPA（インディアペールエール）のように濃密なホップ感が特長の革新的なフラッグシップビール。苦味・甘味・酸味の究極のバランスが楽しめる。
(オフィシャルサイトより)",130,50
351,博多麦酒 ペール,HAKATA BAKSHU PALE,http://www.beer365.net/cache/7192edb8c93a4f6441f58ded4996c744.jpg,1.88,3,3,2.5,3,2.5,ペール・ビター(エール),5%,,杉能舎麦酒工房(福岡県),ペールモルトを主原料とし、5種類の新鮮なホップと共に仕込んだ厳選したビールです。,110,41
352,サッポロ ホワイトベルグ,SAPPORO WHITE BELG,http://www.beer365.net/cache/9713e892881ef97c2ba7b60c47f0d839.png,1.86,3.2,2.2,2.2,2.7,2.2,第3のビール・新ジャンル,5%,,サッポロビール株式会社(東京都),"ビール大国ベルギーのホワイトビールのような味と香りを家で手軽に楽しめる新ジャンル。
ベルギー産麦芽を使用した上質なうまみ。ベルギーのホワイトビールに伝統的に用いられるコリアンダーシード、オレンジピールを使用。リラックス、リフレッシュに最適な洗練された華やかな香りと爽やかな味わいをお楽しみください。
(オフィシャルサイトより)",114,52
353,銀河高原 ヴァイツェン,GINGA KOGEN WEIZEN,http://www.beer365.net/cache/96ce66cb2410449b9b32bce97b25e79b.png,1.84,3,3,2.5,2.5,2.5,ヴァイツェン・ヴァイス(エール),5%,,株式会社銀河高原ビール(岩手県),"活きたビール酵母入りの新鮮さをご自宅でも味わっていただけるプレシャスなビールです。まろやかな喉越しをお届けするために、醸造所から冷蔵車で配送・冷蔵保管しています。
2009年　ジャパン・アジア・ビアカップ　金賞",308,45
354,大雪 ケラ・ピルカ,TAISETSU KERA PIRUKA,http://www.beer365.net/cache/e729b99d6a92af0fd84ed65da13d319c.jpg,1.84,3,3,2.5,2.5,2.5,,5%,,大雪地ビール 株式会社(北海道),上面発酵酵母で発酵、熟成させたビールです。糖度のキレがよく、酵母の風味を生かしたフルーティーさが魅力です。,321,
355,ナギサ アメリカンウィート,NAGISA AMERICAN WHEAT,http://www.beer365.net/cache/f293af260a370a9bdbaa61ab90ad01e5.jpg,1.84,2,2.5,2.5,3,3,ベルジャンホワイト・ウィート・ヴィット(エール),5%,,ナギサビール株式会社(和歌山県),世界最高級のアロマホップ、チェコのザーツを使用した小麦麦芽配合のちょっぴりスパイシーなビールです！,199,40
356,ブリマー ペールエール,BRIMMER PALE ALE,http://www.beer365.net/cache/3c446301727f63f50103b89d1c4cda64.jpg,1.84,3,3,2.5,2.5,2.5,ペール・ビター(エール),5.50%,,BRIMMER BREWING(神奈川県),"色は少し赤みのかかった、クリアーゴールド。“苦味”と“深いコク”が特徴で、柑橘系アロマホップのフルーティーな香りと、ペールモルトとキャラメルモルトが生みだす優しい甘みが調和した、バランスのとれたビールです。口当たりがとてもスムーズで、後味もマイルド。芳醇な香りと深い味わいを楽しめる、飽きの来ないビールです。
(オフィシャルサイトより)",153,41
357,ワイマーケット ウィート ウィング,Y. MARKET WHEAT WING,http://www.beer365.net/cache/c7b9993eaea7a4cba99c2a1ffc8cdaa2.jpg,1.84,3,2.5,2.5,3.5,2.5,IPA・インディアペール(エール),4.60%,48.5,Y. MARKET BREWING (ワイマーケットブルーイング)(愛知県),"軽く、黄金色に輝く”麦の翼”を羽ばたかせ空へと舞い上がる”翼”をイメージし、

軽やかなボディーと小麦由来のフレーバーとやさしい酸味、US Simcoeホップの圧倒的なホップキャラクターがバランスしたウィートセッションIPA。
(オフィシャルサイトより)",103,18
358,所沢 キャノンボール,TOKOROZAWA CANNON BALL,http://www.beer365.net/cache/adcaf320a0772e26e6197c8e10da864e.jpg,1.84,3,3,2.5,2.5,2.5,IPA・インディアペール(エール),,,所沢ビール(埼玉県),"情報がありません。
情報提供のご協力をお願い致します。",119,18
359,スプリング バレー ジャズベリー,SPRING VALLEY JAZZBERRY,http://www.beer365.net/cache/30cb90f104f0c10f6733bdd1166b933e.png,1.84,3,3,2.5,2.5,2.5,フルーツ・ベジタブル(ハイブリッド),15%,4.8,スプリングバレーブルワリー(東京都),"ラズベリーの爽やかな酸味がしっかりと感じられるフルーツビアタイプ。フルーティーなホップ香とほのかなラズベリーの香りの調和、華やかなルビー色の液色が特徴。肉やシーフードなど食事にも合う。
(オフィシャルサイトより)",130,48
360,ビアバディ スコティッシュスタイル IPA,BEER BUDDY SCOTTISH STYLE IPA,http://www.beer365.net/cache/13fa78213bb65b400d957385557d3397.jpg,1.84,3,3,2.5,2.5,2.5,IPA・インディアペール(エール),5.50%,,ビアバディ (BEER BUDDY)(東京都),"スコットランドの伝統的なエール「スコティッシュエール」をIPA仕立てにしてみました。

低い温度での糖化によるリッチなモルトフレーバー。

長時間の煮沸によるカラメライズ(糖化のカラメル化)で甘く複雑なローストカラメルの風味。

最初にモルトの甘みがきて、後からホップの苦味が感じれる、両方が楽しめるビールです。",104,18
361,サントリー クラフトセレクト ザ パンプキン,SUNTORY CRAFT SELECT THE PUMPKIN,http://www.beer365.net/cache/eec68a69c69f334fc5768de8c67c6858.png,1.82,3,3,2,3.5,3,フルーツ・ベジタブル(ハイブリッド),5%,,サントリービール株式会社(大阪府),"麦芽を焙煎してできるカラメル麦芽を一部使用することで香ばしい麦のコクを実現しました。さらに、パンプキンを使って醸造するとともに香料を使用し、パンプキン風味のほのかな余韻が感じられる中味に仕上げました。
(オフィシャルサイトより)",126,48
362,アサヒ クラフトマンシップ ドライセゾン,ASAHI CRAFTSMANSHIP DRY SAISON,http://www.beer365.net/cache/d69460fdd90582f75ba99e17b94e39cc.jpg,1.82,3.5,2.5,2.5,4,2,セゾン(エール),5.50%,,アサヒグループホールディングス株式会社(東京都),"『ドライセゾン』は、上面発酵酵母とシトラホップを一部使用した、フルーティーな香りとホップの軽快な苦みが特長の麦芽100％の生ビールです。セゾンとは、ベルギーとフランスの国境近くの農家で、夏場に飲まれていた自家製ビールが発祥と言われています。すっきりとした軽快な味をつくり出すために上面発酵酵母を使用し、フルーティーな香りが特長のシトラホップを一部手で投入するなど、こだわりの製法で醸造しました。一般的なセゾンよりも発酵度を高め、飲みやすさを向上させることで、ピルスナータイプのビールに慣れた日本のお客様にも飲みやすく感じる味わいに仕上げました。
(オフィシャルサイトより)",115,28
363,サッポロ 深み味わう ヱビス,SAPPPORO FUKAMI AJIWAU EBISU,http://www.beer365.net/cache/2fe15a3219f27ea20e4a357db60bf6af.jpg,1.81,3,2.5,2.5,3,2.5,,6%,,サッポロビール株式会社(東京都),"この商品は、通常より麦芽を多く用いたことでより深いコクと飲みごたえを実現しました。また、今年当社が使用したヨーロッパ産の麦芽の中で旨味が特に強いものを使用し、さらに約2倍（注1）の熟成期間をかけることで凝縮した旨味を引き出しました。
パッケージは、ヱビスブランドとしての上質感・贅沢感、及びこの商品が持つ凝縮した旨味をイメージした赤味のある濃茶を基調としたデザインです。
より深いコクと凝縮された旨味が楽しめる、さらに贅沢な限定醸造のヱビスをお楽しみください。
（注1）当社比
(オフィシャルサイトより)",114,
364,霧島 アンバーラガー,KIRISHIMA AMBER LAGER,http://www.beer365.net/cache/e729b99d6a92af0fd84ed65da13d319c.jpg,1.81,3,2.5,2.5,3,2.5,アンバー・レッド(ラガー),,,,"情報がありません。
情報提供のご協力をお願い致します。",,3
365,梅錦 ヴァイツェン,UMENISHIKI WEIZEN,http://www.beer365.net/cache/4b6a9f1f11fc5dd1608b2fe9b7f5635d.jpg,1.81,2,3,2.5,2.5,2.5,ヴァイツェン・ヴァイス(エール),5.50%,,梅錦山川株式会社(愛媛県),"果実のような香りに包まれる小麦のビールです。それはまるでバナナを思わせる優しい香り。上質な麦芽と愛媛県産の麦がつくるクリーミーな泡とクセの少ないやわらかな口当たり。甘味を伴ったしっかりとしたコクと、爽やかな後味をお楽しみください。
2010年　ジャパン・アジア・ビアカップ　金賞
2009年　インターナショナル・ビア・コンペティション　銀賞
2004年　ジャパン・ビアカップ　銅賞",176,45
366,クラフトラベル 爽やかに香る小麦のエール,CRAFT LABEL WHEAT ALE,http://www.beer365.net/cache/566e1ab7027ae38b98b4d8bca2361870.jpg,1.79,2.5,2.5,2.5,3,2.5,ベルジャンホワイト・ウィート・ヴィット(エール),5%,,ジャパンプレミアムブリュー株式会社(東京都),"厳選した小麦麦芽による爽やかな味わいとフレーバーホップによるシトラスの香り。軽やかな飲み口でこころ和むビールです。
(オフィシャルサイトより)",113,40
367,國乃長 蔵アンバー,KUNINOCHO KURA AMBER,http://www.beer365.net/cache/2f5a5ef04dfebed1279bac3e4b79329d.jpg,1.79,3,3,2,3,3,アンバー・レッド(エール),5%,20,寿酒造(大阪府),淡色＋カラメル麦芽によるコクのある味わいと、柑橘様の香りを持つホップをふんだんに使用した華やかな香りが特徴です。,195,20
368,ロスムエルトス デイ オブ ザ デッド アンバー,LOS MUERTOS DAY OF THE DEAD AMBER,http://www.beer365.net/cache/267040d5aa915498397d8ac637acc798.jpg,1.77,3,2.5,2.5,2.5,2.5,アンバー・レッド(エール),5.50%,30,カンピオンエール(東京都),"トフィー、キャラメル、コーヒーの香りを持つ、ホップの苦味が心地よいクリスピーな味わいのエールです。
(輸入元: リードオフジャパン株式会社より)",108,20
369,サントリー クラフトセレクト ブラウンエール,SUNTORY CRAFT SELECT BROWN ALE,http://www.beer365.net/cache/c60a31692a1ef1d1a1c698c3ef77699c.png,1.75,3,3.5,2,2.5,2.5,ブラウン(エール),5%,,サントリービール株式会社(大阪府),"香ばしい香りと深い味わいが特長のカラメル麦芽を一部使用するとともに、「上面発酵酵母」を使用することで、“ホッと心がくつろぐような香ばしく深いコクと優しい口当たり”を実現しました。
(オフィシャルサイトより)",126,36
370,こぶし花 グラン・クリュ,KOBUSHI HANA GRAND CRU,http://www.beer365.net/cache/6946e179a9a60dfa105e2512fa7f5b6b.jpg,1.75,2.5,2.5,2.5,2.5,2.5,トリペル(エール),8%,28,羽生ブルワリー(埼玉県),グランクリュはベルギー・アビィビールの中のトリペル(トリプル）と呼ばれるビールです。トリペルは、淡い色と高いアルコール度、ドライな味付けの長期熟成ビールで、ベルギービール独特のフルーティな香りと、苦味・甘みなど複雑な味わいを楽しめます。麦芽使用量約１．８倍(当社比）。,251,33
371,コニシ ショコラ プレミアム,KONISHI CHOCOLA PREMIUM,http://www.beer365.net/cache/2703587595352e19ba3a3840427974a6.jpg,1.75,3.5,3,2.5,2,2,フルーツ・ベジタブル(ハイブリッド),4.50%,,小西酒造株式会社(兵庫県),"ベルギーチョコレートをふんだんに使用したコクのあるショコラ風味の冬季限定商品。ほどよい甘さと苦味のバランスがよく、香り高いカカオの風味豊かな味わいです。
相性のよい食べ物: デザート・ドライフルーツ・チーズなど。
(ラベルより)",180,48
372,箕面 ピルスナー,MINOH PILSNER,http://www.beer365.net/cache/bc8f992f2d0a80b33f1564436f1086e9.jpg,1.75,2.5,2.5,2.5,2.5,2.5,ピルスナー(ラガー),5%,,箕面ブリュワリー(大阪府),"低温で長期間熟成をおこなったすっきりとした爽快感と、爽やかな苦味が特徴の定番ラガービールです。
2002年　インターナショナル・ビア・コンペティション　ボヘミアスタイル・ピルスナー部門　銀賞",196,11
373,ザ 軽井沢 桜花爛漫 (クリア),THE KARUIZAWA OUKA RANMAN (CLEAR),http://www.beer365.net/cache/ed3ba04e3be40ba73e4b2677467d30a6.png,1.75,2.5,2.5,2.5,2.5,2.5,,5%,,軽井沢ブルワリー株式会社 軽井沢工場(長野県),春限定のビールにふさわしく、麦芽、ホップ、水はもちろん、味のバランスに関わる副原料まで、原材料すべてにこだわり、何杯でも飲めるおいしさを追求した爽快なキレ味が特徴のビールです。,283,
374,いわて蔵 ペールエール,IWATE KURA PALE ALE,http://www.beer365.net/cache/329d0b2893d7bd546b5e4b622f080c21.jpg,1.74,3,3,2.5,2,2,ペール・ビター(エール),4%,,世嬉の一酒造株式会社(岩手県),"英国風。淡色でほのかにフルーティな香りがあるビールです。別名ビタービール。ビタリングホップとアロマホップをふんだんに使用し、ホップ由来の香りを楽しめるビールです。
2007年　インターナショナル・ビア・コンペティション　銀賞",309,41
