id,name,img_src,address,tel,web,description
249,有限会社ヴィルゴビール,http://www.beer365.net/cache/e118e34d50c0ff82c605b8620a3cc3a8.png,日本 東京都墨田区緑4-8-8,03-5600-0181,http://www.virgobeer.com/,墨田区生まれの地ビール会社
250,有限会社八蛮,http://www.beer365.net/cache/3c69b69432405ef8581dca1b2869f0cd.png,日本 東京都中央区銀座2-14-9,03-3546-8708,http://www.ginzabrewery.co.jp/,居酒屋を2店舗運営している有限会社八蛮。居酒屋の中に醸造所を設け、毎日ビールを醸造。
251,羽生ブルワリー,http://www.beer365.net/cache/b81c8050eea3f7d62d51db886a708a65.jpg,日本 埼玉県羽生市三田ヶ谷1725,048-565-5267,http://www.hana-beer.com/,"彩の国・埼玉県の北部、利根川沿いのまち羽生市。このまちの郊外、さいたま水族館のとなりに造られた
広さ3.6ヘクタールの 「農林公園キヤッセ羽生」。

緑の丘と水辺が配されたこの公園の中に、地ビール工房「羽生ブルワリー」があります。
ビールは、大地の恵み「麦」から造られた「麦の酒」。そんな「麦の酒」らしさにこだわった麦芽100％、丹精込めた手造りの地ビールを、クラフトビール愛好家の皆様にお届けしています。
(オフィシャルサイトより)"
252,麦雑穀工房マイクロブルワリー,http://www.beer365.net/cache/659402f100ee5ff44d41602513fef9f5.jpg,日本 埼玉県小川町大塚1151-1,0493-72-5673,http://www.craft-beer.net/beer.html,小川町産原料にこだわり、ビールを造っている町の小さな醸造所。秩父連山が迫る埼玉県小川町で原料100％地域自給を目指し畑を耕し、その土地でとれた素材でビールを醸造している。
253,COEDO,http://www.beer365.net/cache/f5c33a68799169ae8264cf0ebb9dce41.jpg,日本 埼玉県入間郡三芳町上富385-10,049-259-7735,http://www.coedobrewery.com/jp/,サツマイモを使ったビールの醸造を開始。試行錯誤し2006年にCOEDOを立ち上げ、現在では日本を代表するクラフトビール醸造所まで成長。醸造しているビール全てが、世界的なビール大会で賞を受賞している。
254,横浜ブルワリー,http://www.beer365.net/cache/b02dc2feb776c4752d764db8a6109d7a.jpg,日本 神奈川県横浜市中区住吉町6-68-1,045-640-0271,http://www.yokohamabeer.com/,"横浜の地で初めてビールが醸造されたのは140年以上も昔のこと。「横浜ビール」はその歴史と伝統を受け継ぎ、飲む人の心に響くクラフトビール造りをしています。最後の1滴まで飲み干せるビール造りをモットーに、ヘッドブルワーの感性に響いたスタイルを、横浜ビールならではのアレンジで皆様にご提案します。
(オフィシャルサイトより)"
255,熊澤酒造株式会社,http://www.beer365.net/cache/d3bd60e39495666aa33e3da8eb5095d1.jpg,日本 神奈川県茅ヶ崎市香川7-10-7,0467-52-6118,http://www.kumazawa.jp/shonan-beer/,1872年に日本酒の醸造を開始。湘南で唯一の蔵元として現在でも日本酒とビールを醸造。ドイツの伝統的な製法を取り入れ「湘南ビール」を醸造している。
256,鎌倉ビール醸造株式会社,http://www.beer365.net/cache/f51a66091b8f52599a6f97c3fa843fd5.png,日本 神奈川県鎌倉市大町5-9-29,046-723-5533,http://www.kamakura-beer.co.jp/hpgen/HPB/categories/15196.html,1997年にビールの醸造を開始。現在では、「鎌倉ビール」、「葉山ビール」、「江ノ島ビール」など三浦半島地域のブランドビールを醸造。
257,サンクトガーレン有限会社,http://www.beer365.net/cache/fedae3be8561128086835fc758fcc104.jpg,日本 神奈川県厚木市金田1137-1,046-224-2317,http://www.sanktgallenbrewery.com/,"神奈川県厚木市にある地ビール蔵。一升瓶ビール、スイーツビールなど個性的なビールを仕掛ける厚木市の地ビール蔵。日本最老舗地ビール会社で、国際大会金賞常連ビールも多数。
(オフィシャルサイトより)"
258,寒菊銘醸,http://www.beer365.net/cache/8a846f4b1ddaf001d67796336bf71b1b.png,日本 千葉県山武市松尾町武野里11,0479-86-3050,http://www.kankiku.com/beer/,"1997年にビールの醸造・販売をはじめました。地ビール「九十九里オーシャンビール」もおかげさまで順調に推移しています。九十九里オーシャンビールは、麦芽本来の豊潤なうまみが凝縮した南ドイツのタイプをベースとしながら、日本とドイツではビールの飲まれ方が異なるため、原料配合と酵母の選定を考慮、日本人の嗜好によりマッチしたより清涼感のある味わいに仕上げました。
(オフィシャルサイトより)"
259,有限会社農業法人,http://www.beer365.net/resize/r/110x110/noimage-brewery.jpg,日本 千葉県南房総市谷向394-1,0470-36-4231,http://beer.awa.or.jp/,千葉県南房総に醸造所を構え「安房ビール」を醸造している。
260,恵ビール醸造所,http://www.beer365.net/cache/40279cb3cc8bcb2f75fe73d6a00abcf6.gif,日本 千葉県船橋市夏見4-22-26,047-422-9295,http://megumi.omiki.com/index.html,"工場は10坪ほどの日本一小さな小さな醸造所です。ビールの発酵から、ビン詰め、ラベル貼りまでを機械を使わずに「すべて手作業」で行っております。
(オフィシャルサイトより)"
261,隅田川ブルーイング,http://www.beer365.net/cache/60f5be0692e672ddeb793623b9969f91.jpg,日本 東京都墨田区吾妻橋1-23-36アネックスビル2F 3F,03-5608-5086,http://www.asahifoodcreate.co.jp/beer.html,"墨田区・吾妻橋は、1903年にビールの製造が始まり、ビアガーデンも開業したという歴史を有する地。
アサヒフードクリエイト㈱隅田川ブルーイングでは、アネックスビルの2階と3階で仕込・醸造を行い、個性的なハンドクラフトビールをお届けしていきます。
東京・下町の「ビール文化の故郷」で生まれるビールをご期待ください。
(オフィシャルサイトより)"
262,T.Y. HARBOR BREWERY,http://www.beer365.net/cache/b19e28b0e9f7acf71f656c90a9bab598.png,日本 東京都品川区東品川2-1-3,03-5479-4555,http://www.tyharborbrewing.co.jp/jp/brewery/meet-our-brewery/,"ティー・ワイ・ハーバーはアメリカ西海岸にあるマイクロブルワリー（小規模醸造所）をモデルに作られ、サンフランシスコの技術を導入してオープン以来自分たちの手でアメリカンスタイルのエールを造っています。
原料は厳選した麦芽とホップと水だけを使用、栄養豊富なビール酵母が入ったままの自然で生きたクラフトビールを造っています。シンプルなお酒ですが、ビールが持つ本当の奥深さをこれからも伝えていきたいと思っています。
(オフィシャルサイトより)"
263,株式会社ニード,http://www.beer365.net/cache/2ab5605198a0c798ab835d9e1a01f88d.gif,日本 東京都渋谷区松濤1-29-1CROSSROADSビル　4F,03-6416-5910,http://nidebeer.jp/,レストラン「グッドビールフォーセッツ」などを運営するニード社のオリジナルビール。醸造などは、クラフトビール界でも名のあるベアードブルーイングが行っている。
264,石川酒造株式会社,http://www.beer365.net/resize/r/110x110/noimage-brewery.jpg,日本 東京都福生市熊川1,042-553-0100,http://www.tamajiman.co.jp/syohin2.html,1863年に日本酒の製造で設立された石川酒造。1888年に「多摩の恵」ビールを醸造開始。地下天然水で仕込んだ、ろ過も加熱処理もしていない自然派志向のビール。最近になり、製造を再開。
265,ホッピービバレッジ,http://www.beer365.net/cache/b2ea880f39bd1208c14f73b351b67887.jpg,日本 東京都港区赤坂2-15-12,03-3583-8255,http://www.hoppy-happy.com/info/products/ichiran_beer.html,"1994年ホッピービバレッジに神風が吹きました。酒税法の改正です。それまで200キロリットルと決められていた年間最低製造量が60キロリットルに改められたのです。「ビール作りは男の浪漫」初代秀が抱き続けた夢を、現会長、石渡光一がついにを叶えました。1995年、全国5番目に地ビール免許を取得。同時に社名をコクカ飲料からホッピービバレッジ株式会社に変更。平成7年7月7日。商人らしく縁起を担いで7並びの日を選びました。そして、総合飲料メーカーとしての決意と覚悟も新たに、ホッピー製造半世紀以上の歴史と経験をそのまま生かして赤坂ビール、深大寺ビールの醸造・販売を開始。高い品質と安定した味わいで高い評価をいただき、1999年には永久免許の取得に至りました。
これからもホッピーで培われる独自の醸造力を生かし、ホッピービバレッジならではのクラフトビールの開発に努めて参ります。
(オフィシャルサイトより)"
266,エイワ穂高ブルワリー,http://www.beer365.net/cache/3cea5941a28d469842bc019af807a226.jpg,日本 長野県安曇野市穂高北穂高2833-1,0263-84-0174,http://www.eiwamm.co.jp/beer/,長野県安曇野でドイツスタイルのビールを造っている醸造所。穂高の清らかな天然水と厳選された材料を使用し、手作りで仕上げることで、しっかりとした味わい、豊かでフルーティーな香りがする「穂高ビール」が完成する。
267,チロルの森,http://www.beer365.net/cache/f8f7dc2784fe8fc3d7e13941af28f252.gif,日本 長野県塩尻市大字北小野相吉5050,0263-51-8100,http://www.tirol.gr.jp/,"チロルの森は、欧州オーストリア・チロル地方をモチーフとした、標高1,000mにある総合テーマパーク。園内で地ビール「塩嶺麦酒」を醸造している。"
268,麗人酒造株式会社,http://www.beer365.net/cache/59f51ddd94221e4cecb9708e847fe002.gif,日本 長野県長野県諏訪市諏訪2-9-21,0266-52-3121,http://www.reijin.biz/?mode=f3,1789年に日本酒の製造を開始した麗人酒造。醸造所がある霧ヶ峰高原に降り注いだ雨が、非常に長い時間をかけて地中で浄化され伏流水となって流れ込んでいる。麗人の蔵の中の井戸に涌くその伏流水を使用した酒を醸造。1999年にビール「諏訪浪漫麦酒」を醸造を開始し、当地に豊富に湧き出るミネラルの豊富な「上諏訪温泉」と井戸水をブレンドし、ビールを仕込んでいる。
269,木内酒造,http://www.beer365.net/cache/5f9bfe489b2c6e21158cb104380239b2.gif,日本 茨城県那珂市鴻巣1257,029-298-0105,http://www.kodawari.cc/?jp_home.html,1823年に日本酒の醸造を開始した木内酒造。その長い歴史で培った高品質の日本酒造の製法を活かし、1996年にビールの醸造を開始。今では世界でも知られるほどに評価が高いビール「常陸野ネストビール」を醸造。醸造しているビールは、世界的なビール大会で、数々の賞を受賞している。
270,牛久ブルワリー,http://www.beer365.net/resize/r/110x110/noimage-brewery.jpg,日本 茨城県牛久市中央3-20-4,029-871-1172,http://www.ch-kamiya.jp/,1903年に創業者神谷傳兵衛(カミヤデンベエ)がワイン造りの為に、牛久醸造場(現:シャトーカミヤ)を設立。その後、様々な洋酒を醸造してきた神谷傳兵衛だがビールの醸造だけが途中で終ってしまった。その意志を引き継ぎ、シャトーカミヤ内でビールの醸造を研究し、現在では様々なビールを完成・提供している。
271,大子ブルワリー,http://www.beer365.net/cache/ec5b90f7bd866b50dba780f9195e51e5.jpg,日本 茨城県久慈郡大子町上金沢1653,0295-72-8888,http://www.daigobrewery.com/,"大子ブルワリーは、""大子でしか飲めない、大子の地ビール""をキャッチフレーズに、製造直売方式の地ビールレストランとして誕生いたしました。
できたての、ここでしか飲めない自慢のビールは、ピルスナー、ヴァイツェン、へレス、季節限定シーズンビールの4タイプ。いずれ劣らぬ芳醇で味わい深い逸品となりました。私たちが目指す地ビールは、通の方にもご満足いただける本物の味わい、そのために、醸造をつかさどるマイスター（技術者）はじめ、醸造プラント、麦、ホップなどの原料まで本場ドイツにこだわりました。
大子に移り住んだマイスターが出会ったのが清冽な湧水、豊かな自然からの贈り物でした。年間を通して水温・水質ともに安定した、ビールづくりにもっとも適した大子の湧水があってこそ「やみぞ森林のビール」は生まれたのです。
(オフィシャルサイトより)"
272,下妻ブルワリー,http://www.beer365.net/cache/a0fc6811f3f55110218961d46526a942.gif,日本 茨城県下妻市長塚乙70-3,0296-30-5121,http://www.beerspark.com/ji_beer.htm,都市と農村の交流と共生の拠点となる食と健康のテーマパークを整備し、農村資源と農村空間（農産物や自然景観など）を活用した地域おこしを進める農林水産省の「リフレッシュビレッジ構想」に基づき誕生。このビアスパーク内で「しもつまブルワリー」は設立され、「しもつまビール」を醸造している。
273,那須高原ビール株式会社,http://www.beer365.net/cache/6b4a16565a6c061243b3c6b37ccebadd.jpg,日本 栃木県那須郡那須町大字高久甲3986,0287-62-8958,http://www.nasukohgenbeer.co.jp/,"那須高原ビール株式会社は、1996年の秋に那須高原の地においてオープンいたしました。 そこには那須連山の那須深山の山々が連なり、豊かな森と清らかな雪解け水に恵まれた、すばらしい自然の環境の中に位置しております。 時の語らいをコンセプトに、この豊かな自然の中でおいしい地ビールを飲んでいただき、生きている喜びを感じてもらえるような、そんな地ビールと場の提供ができますことを願い、おいしさに愛と幸せをのせてを合言葉に地ビールを醸造しております。
(オフィシャルサイトより)"
274,プレストンエール,http://www.beer365.net/cache/735db7dc1b54fddf718fb312836a80e2.png,日本 栃木県河内郡上三川町大字磯岡字中原421ジョイフル本田,0285-55-2259,http://item.rakuten.co.jp/ac-fan/c/0000000132/,ジョイフル本田/宇都宮店2階にあるクラフトビール工場。
275,ろまんちっく村クラフトブルワリー,http://www.beer365.net/cache/befbb4120299cabbbfd5fd6114c3939d.jpg,日本 栃木県宇都宮市新里町丙255宇都宮市農林公園内,028-665-8800,http://www.romanticmura.com/brewery/index.html,「道の駅うつのみやろまんちっく村」 内に併設されている醸造所。地元農林業の振興・地産地消を推進し、二条大麦（ビール麦）の産地栃木県宇都宮産の麦芽を使用したビール造りを行っている。
276,合同会社ロコビア,http://www.beer365.net/cache/e787747935befaee5c67cc4e26e06de5.png,日本 千葉県佐倉市上座1193,043-487-6914,http://www.locobeer.jp/,"千葉県佐倉市にあるロコ醸造場シモアール・ユーカリが丘店の中に工場があります。
(オフィシャルサイトより)"
277,ハーヴェスト ムーン,http://www.beer365.net/resize/r/110x110/noimage-brewery.jpg,日本 千葉県浦安市舞浜1-4,047-305-5652,http://www.ikspiari.co.jp/harvestmoon/harvestmoon.html,"舞浜に地ビール工房があるのをご存知ですか？地ビール工房のあるイクスピアリの街は世界中の交易商人達が訪れる架空の歴史を持つひとつの“街”。そんなイクスピアリの街を訪れた人に、私たちの土地、舞浜の香りを味わってもらいたい・・・。
そんな思いから「ハーヴェスト・ムーン」は生まれました。
イクスピアリ4階「ロティズ・ハウス」店内の一角にある地ビール工房では、日本で10名余りしかいないビアテイスターの最高位資格「マスター・ビアジャッジ」の称号を持つビール職人達が、ゆっくりと時間をかけて造りあげています。出来立ての「ハーヴェスト・ムーン」は“舞浜地ビール工房「ロティズ・ハウス」”にてお料理と共にお楽しみいただけます。
(オフィシャルサイトより)"
278,OH!LA!HO BEER ビール工場,http://www.beer365.net/cache/df48d63c7556140c259311d3bf94e148.jpg,日本 長野県東御市和3875-2,0268-64-0006,http://www.tomi-kosya.com/ohlaho-beer/ohlaho-beer.html,"1996年に誕生したOH!LA!HO　BEER（オラホビール）。
“おらほ”（OH!LA!HO）とは、この土地の方言で“わたし達”“私たちの地域”といった意味です。
国際ビール大賞、ジャパンビアカップなど数々の賞を受賞し、国内外から高い評価を得ています。
製造されるビールは、ゴールデンエール、アンバーエール、ケルシュの定番3種類に加え、
季節によって仕込むビールを変える「ビエール・ド・雷電」の醸造をしています。

オラホビールは、
""グラスの中の幸せ""を考えるブルワリーです。
１日の終わりに、週末に、休日に、
友人やご家族と、幸せなひと時を過ごして頂く、
その""お手伝い""が出来れば・・・

私達、オラホビールの願いです。
(オフィシャルサイトより)"
279,株式会社玉村本店,http://www.beer365.net/cache/eae9de306e2b2ceaa5753097a857c7ca.jpg,日本 長野県下高井郡山ノ内町平穏1163,0269-33-2155,http://www.tamamura-honten.co.jp/frame-beer.htm,200年以上の歴史がある酒蔵の玉村本店が2004年から地ビールの醸造を開始。大手メーカーでは、味わえない個性がある「自分たちが飲みたいビール」というのをコンセプトに出来たビールが「志賀高原ビール」。
280,ヤッホーブルーイング,http://www.beer365.net/cache/51ad0dde9beb607841f0a63c4de98a03.png,日本 長野県佐久市小田井1119-1,0267-66-1211,http://yohobrewing.com/,"「よなよなの里」は、1996年に軽井沢で生まれた、エールビール専門の醸造所です。
ビール造りは超真面目で超頑固！それ以外の仕事は、遊び心を忘れずに。仲間たちと切磋琢磨しながら、エールビール造りに励んでいます。
ビールに味を！人生に幸せを！
この言葉をキャッチフレーズに、大手の画一的な味しかなかった日本のビール市場に、バラエティを提供し、新たなビール文化を創出する。
・・・という、壮大(笑)なミッションを掲げて、香りと味わいに特徴のあるビール造りに励んでいます。
(オフィシャルサイトより)"
281,南信州ビール株式会社,http://www.beer365.net/cache/dd988af0b4b984ffe58f33c9c10ad1ca.gif,日本 長野県上伊那郡宮田村4752-31,0265-85-5777,http://www.ms-beer.co.jp/,中央アルプス駒ケ岳山麓　上伊那郡宮田村の標高800ｍに位置するマルスウイスキーの工場（本坊酒造信州ファクトリー）内に併設されている醸造所。中央アルプスの湧き水を使用し、定番で4種類、さらに季節限定で2種類の合計6種類のエール系ビールを醸造している。ジャパン・アジア・ビアカップやジャパンビアグランプリなどで賞を受賞。
282,株式会社ホテル木曽路,http://www.beer365.net/resize/r/110x110/noimage-brewery.jpg,日本 長野県木曽郡南木曽町吾妻2278,0264-58-1211,http://kisojiresortshop.com/beer/index.html,木曽路リゾート内で「木曽路ビール」を醸造。日本有数の名水城を誇る信州南木曽岳の清冽な湧水を使用し、麦芽100%、手づくり、鮮度に拘ったビールを造っている。
283,軽井沢ブルワリー株式会社 軽井沢工場,http://www.beer365.net/cache/a1e5beda60f094e63d1677f1a0a7afa5.png,日本 長野県佐久市長土呂64-3,0120-919-144,http://brewery.co.jp/index.html,浅間山の清らかで美味しい冷涼名水をたたえる軽井沢で2013年ビールの醸造を開始。大手ビール会社の熟練ブルワーを招き、従来の地ビールを越えた「爽やかで何杯でも飲みたくなるビール」をコンセプトとしている。
284,白樺池の平ホテル,http://www.beer365.net/cache/9b203f7c5511edb693b91bea3d682f61.png,日本 長野県北佐久郡立科町芦田八ヶ野750白樺高原ホテル,0267-55-6204,http://kogen.ikenotaira-resort.co.jp/buffet/restaurant.html,"信州白樺湖畔の気候と蓼科高原の水、そしてビールのふるさとドイツ・ミュンヘン仕込みの技術が生み出した深い味わいの地ビール「白樺・蓼科」池の平ホテル直営の工場から、毎日新鮮なおいしさをお届けしています。
ドイツ･ミュンヘンで35年の実績を持つトップクラスのブラウンマイスターであるラインハルト・ミュンカー氏の最新技術を駆使したプラントです。
(オフィシャルサイトより)"
285,西川町総合開発株式会社,http://www.beer365.net/resize/r/110x110/noimage-brewery.jpg,日本 山形県西村山郡西川町水沢2304,0237-74-2100,http://www.gassan-shop.com/SHOP/117882/list.html,山形県の中心に位置する月山の麓で、地ビール「月山」を造っている醸造所。長い年月をかけて研かれた湧水を使用し、ドイツやチェコからの麦芽、ホップスと酵母を使用し、醸造を行っている。
286,天童ブルワリー,http://www.beer365.net/resize/r/110x110/noimage-brewery.jpg,日本 山形県山形県天童市鎌田本町2-21,023-654-3311,http://itiraku.com/?p=log&l=209942,"山形の天童温泉 湯坊いちらくがお届けする、山形名物さくらんぼを使用した香り豊かなちょっぴり甘く爽やかな味わいのさくらんぼビール「聖桜坊（セントチェリー）」。同じくそばの香りを楽しむSOBAビール「Mr.A」。
(オフィシャルサイトより)"
287,有限会社みちのく福島路ビール,http://www.beer365.net/cache/5bc5ee276c9ce77bd9f3651d0822a95a.png,日本 福島県福島市荒井字横塚3-182,024-593-5859,http://www.f-beer.com/,"みちのく福島路ビールは、教会のあるセレクトショップタウン「アンナガーデン」の中にあります。
最高の味、本物の旨さを引き出すため、本場ヨーロッパから厳選した麦を取り寄せ使用しています。豊かな自然に恵まれた福島の吾妻山の美しい水を使用することで、クリアにビール本来の味を引き出します。人の手では作り出すことの出来ない自然の水がビールの味を際立てます。
また、元気な酵母を選りすぐり、その酵母が自然に発生させる炭酸・アルコールを徹底した管理により使用しつくり上げます。人工的なものを加えない、自然が生み出す本来のビールの極みがここにあります。
(オフィシャルサイトより)"
288,親正産業株式会社,http://www.beer365.net/cache/4bd4815f97f60827ea7079582c58c9ab.jpg,日本 福島県福島県耶麻郡猪苗代町大字三ツ和字村東85,0120-72-7472,http://www.world-glassware.com/beer/,猪苗代地ビール館内でレストランと併設されている醸造所。醸造している「猪苗代地ビール」は、毎年国際ビール大賞を受賞している。ドイツの「ビール純粋令」に法った製法でビールを醸造し、福島の名峰「磐梯山」から湧き出る天然水とドイツ・フランケン地方の大麦・小麦モルト、ホレダウ地方のホップを使用している。
289,新潟ビール醸造株式会社,http://www.beer365.net/cache/8c681b738ac0d41be524e0237d34b9f6.png,日本 新潟県胎内市熱田坂670-1,0254-48-2020,http://www.tainaibeer.com/,"新潟県北部の胎内市が旧黒川村時代にはじめた本格的地ビール製造。本場ドイツからマイスターを招聘し、厳選された原材料を使い丁寧に醸造された胎内高原ビールが、2013年7月よりパッケージも新たにリニューアルデビューしました。
(オフィシャルサイトより)"
290,瓢湖屋敷の杜ブルワリー,http://www.beer365.net/cache/f9dbfe2bc71bc3830804eb716f46e550.jpg,日本 新潟県阿賀野市金屋345-1,0250-63-2000,http://www.swanlake.co.jp/main/brewery.htm,1997年白鳥の湖、瓢湖に近い五頭山麓の越後豪農・五十嵐邸宅にビール蔵を開設。醸造している「スワンレイクビール」は、様々な国際ビール大会において金・銀・銅合わせて99個）のメダルを獲得。特にビールのオリンピックと言われているワールド・ビア・カップでは、2000年に日本のメーカーとしては、初の金賞「世界一」を受賞。
291,エチゴビール株式会社,http://www.beer365.net/cache/eb981f26e4049046ee2ead2efbf89820.gif,日本 新潟県新潟市西蒲区松山2,0256-76-2866,http://www.echigo-beer.jp/,1994年の酒税法改正で、ビール醸造免許を取得し、製造を開始した日本で第一号の地ビール醸造所。
292,日本海夕陽ブルワリー,http://www.beer365.net/cache/e1dc4273c84e51d0168a79c1f0520f65.png,日本 新潟県長岡市寺泊野積107-225,0258-75-4966,http://www.yuhibeer.com/,魚の市場通り（通称：魚のアメ横）で有名な長岡市寺泊にある地ビール工房・イタリアンレストラン。
293,株式会社八海山,http://www.beer365.net/cache/ea55cef9d33cc0dd9d974a0e78d639e1.jpg,日本 新潟県南魚沼市長森1051,025-775-3866,http://www.hakkaisan.co.jp/sake/beer,日本酒の製造で有名な「八海山醸造」が1998年に地ビール「八海山泉ビール」造りを開始。
294,妙高高原ビール,http://www.beer365.net/resize/r/110x110/noimage-brewery.jpg,日本 新潟県妙高市池の平温泉,0255-86-2600,http://www.alpen-blick.com/blog/tatra/myokokogen-beer.php,"妙高山のふもと、夏は涼やかな避暑地、冬はウインタースポーツのメッカとして賑わう国立公園「妙高高原」。ホテルアルペンブリックに隣接する、『妙高高原ビール　タトラ館』では、手付かずの自然の中、妙高高原ビールがじっくりと丁寧に醸造されています。
(オフィシャルサイトより)"
295,株式会社あくら,http://www.beer365.net/cache/1898d0ece06907ec44cb03e275f075ff.jpg,日本 秋田県秋田市大町1-2-40,018-862-1841,http://www.aqula.co.jp/blog_aqula/,"秋田旧市街中央部の小さな地ビール醸造所あくらではジャーマンスタイルを範としていましたが、現在はカテゴリーにとらわれないスタイルを追求、舌にも身体にも美味しい、さまざまなクラフトビールを醸造しています。醸造所併設レストラン：ビアカフェあくら・レストラン プラッツがございます。神奈川県知事賞、東京都知事賞も頂きました！
(オフィシャルTwitterより)"
296,田沢湖ビール,http://www.beer365.net/cache/3f4914392db9ab1026b0787e82ed4d04.gif,日本 秋田県仙北市田沢湖卒田字早稲田430,0187-44-3988,http://www.warabi.or.jp/beer/top.php,1994年に酒税法が緩和されたことがきっかけで醸造を開始。ジャパン・アジア・ビアカップ、インターナショナル・ビア・コンペテイションなど様々なビールの世界大会で、醸造しているすべてのビールが受賞歴がある。
297,株式会社トースト,http://www.beer365.net/cache/75d93c9693594fa67afb96e8db6399e9.jpg,日本 秋田県秋田県仙北市田沢湖田沢字春山37-5,0187-58-0608,http://www.orae.net/beer.html,"秋田県田沢湖の大自然の中にある醸造所。地元の原料を取り入れた看板商品は「湖畔の杜ビール」。
全国酒類コンクールで賞を数多く受賞している。"
298,仙南シンケンファクトリー,http://www.beer365.net/cache/3221bb4c9297105041f6f8fe184608a3.jpg,日本 宮城県角田市角田字流197-4,0224-61-1150,http://www.ja-miyagisennan.jp/wordpress/wp-content/uploads/c475136a200736ebff3d4ad65d21e4a7.jpg,蔵王の雪解け水を使用し、原材料のモルト･酵母･ホップはドイツやイギリス産を使用。本場ドイツの伝統的な製法を採用している醸造所。2000年には、ジャパン・ビア・カップ、2008年には、国際ビール大賞で賞を受賞。
299,松島ブリューイングカンパニー,http://www.beer365.net/cache/09b60dbe37b3f29ec4d481d37f4d2486.jpg,日本 宮城県黒川郡大郷町東成田字新田11-1,022-359-2234,http://www.matsushimabeer.com/,"ドイツ仕込みの本格派 1997年9月、「松島ビール」は宮城県第1号の地ビールとして4種のビールを誕生させました。 ビールの本場ドイツから直輸入した最高峰の設備 と、ドイツ人ブルーマイスターの醸造技術の指導により 本格的なビールが完成しました。
(オフィシャルサイトより)"
300,鳴子温泉ブルワリー,http://www.beer365.net/resize/r/110x110/noimage-brewery.jpg,日本 宮城県大崎市鳴子温泉鬼首字元宮原23-89,0229-86-2288,http://www.onikoube.com/shop/,鬼首で収穫された素材を使った発泡酒を醸造している。
301,やくらいブルワリー,http://www.beer365.net/cache/d3c7f066a838bda43a62626acddbc058.jpg,日本 宮城県加美郡加美町字味ケ袋薬莱原1-81,0229-67-5211,http://aka.gmobb.jp/yakurai/products/beer/index.html,やくらいリゾート内の醸造所。水を加美町の天然水、原料に、米、コーンスターチ等を使用せず、ビールの本場ドイツ産麦芽のみ100％使用し、美味しさにこだわった本格ビールを造っている。
302,富良野地麦酒,http://www.beer365.net/resize/r/110x110/noimage-brewery.jpg,日本 北海道富良野市北の峰町20-29,0167-22-5599,http://doxon.jp/beer/brewery/brewery.html,"2000年6月10日「旧ペンション山のどくそん」は「富良野地麦酒館」として富良野市民に愛される地ビールの製造をはじめました。
(オフィシャルサイトより)"
303,網走ビール,http://www.beer365.net/cache/75654f84a80540685786238acde67612.gif,日本 北海道網走市南6西2-2,0152-45-5100,http://www.takahasi.co.jp/beer/,"東京農業大学生物産業学部の開設段階にて地ビール開発研究を協議し小麦ビールの研究を委託したことが始まりの一歩です。
その後平成6年大蔵省がビールの製造基準を引き下げた事により東京農大が日本初のビール試験製造免許を取得した事を受け地ビール研究会が企業化の方向性を示し、平成10年網走ビール(株)を設立、平成11年網走ビール館を開業致しました。
(オフィシャルサイトより)"
304,えぞ麦酒,http://www.beer365.net/cache/24093b30f76c8d58620fc46f01c3da04.jpg,日本 北海道中央区円山西町5-7-57,011-614-0191,http://www.ezo-beer.com/index.htm,主に輸入ビールを扱っているが、自社ブランドのビールも製造している。製造はアメリカオレゴン州にある「ローグビール」に委託。
305,株式会社遠軽農業振興公社,http://www.beer365.net/resize/r/110x110/noimage-brewery.jpg,日本 北海道紋別郡遠軽町学田4-7-6,01584-2-6922,http://www.hkd.mlit.go.jp/zigyoka/z_nogyo/wagamura/contest/01/area/t_29/index.html,"遠軽町は、1987年の国鉄民営化で一部の路線が廃止になった結果、過疎化が進み、農家戸数も減少しました。そのような中、町では地域を活性化させようと、1990年に「（株）遠軽農業振興公社」を設立。地ビール「せとせ」の製造を中心に、さまざまな活動を展開しています。
(オフィシャルサイトより)"
306,財団法人 十和田湖ふるさと活性化公社　奥入瀬ビール,http://www.beer365.net/cache/e8a18a2b170993541ca13fc2377bc50c.gif,日本 青森県十和田市大字奥瀬字堰道39-1,0176-72-3231,http://www.oirase.or.jp/beer/beer.htm,"本場チェコに学んだ技術で醸造するビールは、アロマ、フレーバー、口当たり、のどごし、どれをとっても一級品。八甲田の清涼な大気と奥入瀬の清らかな水から生まれる、爽快なのどごしを楽しむことができます。館内には煮沸釜や、貯酒タンクなどの醸造装置が張り出していて、製造工程の一部が見学できるのも魅力のひとつ。なんとその場で、できたての地ビールを楽しむことができるのです。
(オフィシャルサイトより)"
307,株式会社ベアレン醸造所,http://www.beer365.net/cache/e2cf39c1cce8febac481078753c35c71.jpg,日本 岩手県盛岡市北山1-3-31,019-606-0766,http://baeren.jp/,"2001年に設立されたベアレン醸造所は、岩手県盛岡市にてドイツより移設した醸造設備を駆使し、ヨーロッパの伝統的な製法による、クラシックビールを作るブルワリーです。
(オフィシャルサイトより)"
